,R01_06_CO201,R01_06_FCI01,R01_06_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTR9_VEN01_TI01,R01_02_TRU01,R01_07_TRU01
2025-07-31 22:00:00+00:00,459.5111111,72.68881119,24.5,341.02,0,-15.06444444,17.58,20.1,24.6,24.4
2025-07-31 22:05:00+00:00,459.58,71,24.5,342.205619,0,-15.3025,17.31531818,20,24.6,24.4
2025-07-31 22:10:00+00:00,459.3,71.13896173,24.5,343.3,0,-15.5,17.5,19.9985,24.6,24.4
2025-07-31 22:15:00+00:00,461.642735,71.86103896,24.5,344.584127,0,-15.704,17.70408333,19.91681818,24.50909091,24.4
2025-07-31 22:20:00+00:00,462,71.74858671,24.5,345.8512857,0,-15.88,17.76066912,19.9,24.4,24.4
2025-07-31 22:25:00+00:00,462.3480159,69.245837,24.5,347.1470303,0,-16.06,17.58,19.9,24.44961803,24.35027328
2025-07-31 22:30:00+00:00,463.3690476,68.29047619,24.5,348.2822222,0,-16.20333333,17.56722222,19.9,24.49722222,24.30277778
2025-07-31 22:35:00+00:00,464.9333333,69.53333333,24.53333333,349.48,0,-16.37142857,17.32,19.9,24.5,24.3
2025-07-31 22:40:00+00:00,464.9882353,68.66315789,24.6,350.6782805,0,-16.485,17.2,19.9,24.45789474,24.3
2025-07-31 22:45:00+00:00,465,71.6,24.54858824,352.05,0,-16.61047619,17.39428571,19.80153846,24.32117647,24.29329412
2025-07-31 22:50:00+00:00,465,72.98947368,24.4,352.892,0,-16.692,17.33636364,19.8,24.4,24.271
2025-07-31 22:55:00+00:00,465.1,70.83333333,24.4,353.2729091,0,-16.70444444,17.29020979,19.78294118,24.4,24.2
2025-07-31 23:00:00+00:00,466.1577273,72.81402597,24.4,355.612,0,-16.842,17.1385,19.7,24.4,24.2
2025-07-31 23:05:00+00:00,467,73.28947368,24.4,356.952,0,-16.9,16.94,19.7,24.37359649,24.2
2025-07-31 23:10:00+00:00,466.9454545,71.36956522,24.43059524,358.06,0,-16.9,16.87,19.7,24.27043478,24.2
2025-07-31 23:15:00+00:00,467.1061538,72.55267677,24.47526316,359.0475,0,-16.9,16.87488636,19.63856514,24.23277778,24.2
2025-07-31 23:20:00+00:00,467.1856496,71.00092308,24.39634107,72.49384615,0,-16.9,16.90784615,19.6,24.29846154,24.2
2025-07-31 23:25:00+00:00,468.046875,71.05,24.3,1.8375,0,-16.9,16.9,19.59333333,24.3,24.19166667
2025-07-31 23:30:00+00:00,469,69,24.3,3.1,0,-16.9,16.768,19.5,24.3,24.1
2025-07-31 23:35:00+00:00,469,70.96,24.3,4,0,-16.9,16.61,19.5,24.3,24.1
2025-07-31 23:40:00+00:00,468.875,70.95714286,24.3,5.346666667,0,-16.8,16.57356643,19.5,24.3,24.1
2025-07-31 23:45:00+00:00,469.4285714,70.72727273,24.27846154,6.1,0,-16.8,16.5,19.5,24.26,24.07846154
2025-07-31 23:50:00+00:00,468.365,66.00727273,24.2,6.1,0,-16.8,16.5,19.5,24.12,24.02
2025-07-31 23:55:00+00:00,469.1,68.70688259,24.2,8.737142857,0,-16.56,16.74,19.415,24.2,24.1
2025-08-01 00:00:00+00:00,469.0377778,70.45893417,24.2,10.29384615,0,-16.42,16.80028571,19.4,24.2,24.1
2025-08-01 00:05:00+00:00,468.8866667,71.17286772,24.2,11.4624359,0,-16.31136364,16.69158974,19.4,24.2,24.079
2025-08-01 00:10:00+00:00,468.6219048,70.04923077,24.2,13.14755556,0,-16.112,16.462,19.4,24.16,24
2025-08-01 00:15:00+00:00,470.7356593,73.82,24.2,14.2,0,-15.96,16.4,19.4,24,24
2025-08-01 00:20:00+00:00,470,71,24.2,15.35,0,-15.8,16.5,19.4,24,24
2025-08-01 00:25:00+00:00,470,73.42,24.28072727,16.565,0,-15.58027778,16.6615,19.4,24.002,24
2025-08-01 00:30:00+00:00,470.5512821,73.68666667,24.13047619,17.62222222,0,-15.38467532,16.7,19.4,24.08433333,24
2025-08-01 00:35:00+00:00,469.0863636,68.30909091,24.1,18.94539683,0,-15.14771429,16.75098413,19.4,24.1,24
2025-08-01 00:40:00+00:00,468,73.43116883,24.1,20.31848485,0,-14.88636364,16.75142857,19.3,24.1,23.9
2025-08-01 00:45:00+00:00,468,77,24.1,21.27625,0,-14.68416667,16.49708333,19.3,24.1,23.9
2025-08-01 00:50:00+00:00,469.8055556,73.91,24.1,22.4352381,0,-14.46634921,16.465,19.3,24.006,23.9
2025-08-01 00:55:00+00:00,470.7133333,73.75584416,24.1,23.52,0,-14.194,16.34512626,19.3,24.07109091,23.9
2025-08-01 01:00:00+00:00,468.4222222,71.26285714,24.1,25.00405128,0,-13.82871795,16.53596537,19.3,23.9152381,23.9
2025-08-01 01:05:00+00:00,468.1083333,70.84285714,24.09714286,26.2825,0,-13.46928571,16.74821429,19.21555556,23.90285714,23.9
2025-08-01 01:10:00+00:00,469,71.43062201,24,27.41786325,0,-13.20482906,16.98828671,19.2,24,23.9
2025-08-01 01:15:00+00:00,469,68.68478261,24,28.28214286,0,-12.96428571,16.9171875,19.2,24,23.9
2025-08-01 01:20:00+00:00,469.0923077,68.3692454,24,28.67230769,0,-12.85636364,16.91,19.2,24,23.9
2025-08-01 01:25:00+00:00,470,68,24,30.03168831,0,-12.36888889,17.02181818,19.2,24,23.9
2025-08-01 01:30:00+00:00,468.3944444,65.76,24,31.99028571,0,-11.78,16.97501299,19.2,24,23.9
2025-08-01 01:35:00+00:00,468.85,69.07165775,24,33.05777778,0,-11.422,16.828,19.15411765,24,23.9
2025-08-01 01:40:00+00:00,469.075,70.66666667,24,34.37422078,0,-10.98285714,16.9,19.1,24,23.81090909
2025-08-01 01:45:00+00:00,469.5,72.5,24,35.2,0,-10.7,16.85,19.05,23.9,23.8
2025-08-01 01:50:00+00:00,469.2,72.03714286,24,36.5715,0,-10.15083333,16.64161616,19,23.8,23.8
2025-08-01 01:55:00+00:00,469,72.52,24,37.84355769,0,-9.722857143,16.67814286,19,23.84333333,23.8
2025-08-01 02:00:00+00:00,470.6,72.08,24.08090909,38.79142857,0,-9.322222222,16.56088889,18.97238095,23.9,23.8
2025-08-01 02:05:00+00:00,470.4871429,71.01542857,23.995,39.99,0,-8.845,16.465,18.9,23.9,23.8
2025-08-01 02:10:00+00:00,469.25,72.84090909,23.9125,41.05848214,0,-8.3875,16.64375,18.9,23.9,23.8
2025-08-01 02:15:00+00:00,470.2,71.67479468,23.9,42.10166667,0,-7.909166667,16.68916667,18.8504,23.9,23.738
2025-08-01 02:20:00+00:00,470.2,71.2854251,23.9,42.976,0,-7.54,16.558,18.8,23.9,23.7
2025-08-01 02:25:00+00:00,469.6111111,73.70087154,23.9,44.25833333,0,-6.98,16.34,18.8,23.9,23.7
2025-08-01 02:30:00+00:00,471,73.48571429,23.9,45.188,0,-6.552,16.156,18.72206061,23.78285714,23.7
2025-08-01 02:35:00+00:00,471,71,23.9,46.35440115,0,-6.008166667,16.1,18.7,23.7,23.7
2025-08-01 02:40:00+00:00,470.8858974,72.85454545,23.9,46.50145455,0,-5.949272727,16.09484848,18.7,23.76181818,23.7
2025-08-01 02:45:00+00:00,471.9749451,71.2961039,23.9,47.95662338,0.044285714,-5.214545455,16.07558974,18.7,23.8,23.7
2025-08-01 02:50:00+00:00,472.2666667,70.37272727,23.9,49.8375,0.1538,-4.291071429,16.06575,18.63636364,23.8,23.7
2025-08-01 02:55:00+00:00,472.5051948,72.12857143,23.84773333,50.79257143,0.269145455,-3.763714286,16.06322857,18.6,23.8,23.7
2025-08-01 03:00:00+00:00,472.9333333,26.825,23.8,51.84188034,0.457333333,-3.227179487,15.93764103,18.6,23.8,23.636
2025-08-01 03:05:00+00:00,472.2916667,0,23.82186335,52.84666667,0.768863636,-2.68,15.98307692,18.6884058,23.8,23.6
2025-08-01 03:10:00+00:00,472,0,23.8,53.48214286,1.111867008,-2.332142857,16.05625,18.77190476,23.8,23.6
2025-08-01 03:15:00+00:00,472.2150794,15.94666667,23.87121212,54.8,1.718310989,-1.6,16.1,18.6154386,23.78533333,23.6
2025-08-01 03:20:00+00:00,472.4,42.665,24,56.02416667,2.47055,-0.874166667,17.12769231,18.72333333,23.8,23.6
2025-08-01 03:25:00+00:00,474.1057143,42.27272727,24,57.052,3.750542857,-0.271333333,17.4,18.08571429,23.8,23.6
2025-08-01 03:30:00+00:00,473.6211111,43.83259259,23.97652727,58.07992208,5.867690467,0.233324675,17.22667532,17.14541259,23.8,23.6
2025-08-01 03:35:00+00:00,472.1411765,50.88766892,24,58.572,8.340522925,0.448,17.092,16.61698465,23.8,23.6
2025-08-01 03:40:00+00:00,472.5161722,49.9254053,24,59.20659091,10.58797036,0.843606394,17.22072677,16.25354545,23.78,23.6
2025-08-01 03:45:00+00:00,471.6444444,48.51666667,24,61.03131818,17.88709341,1.974,17.87534416,15.14851852,23.70666667,23.6
2025-08-01 03:50:00+00:00,472.2545455,49.73846154,23.992,62.29035714,23.28190365,2.732857143,17.91750649,15.66447552,23.7,23.6
2025-08-01 03:55:00+00:00,474.0510504,51.12061404,24,63.33266667,28.08513158,3.406825397,17.57083333,17.45683829,23.7,23.6
2025-08-01 04:00:00+00:00,473.2041667,55.14583333,23.96136364,64.23296703,27.61375947,3.988541667,17.64119048,17.90181818,23.7,23.6
2025-08-01 04:05:00+00:00,471.9833333,67.62,23.8825,64.92125,22.77790058,4.44625,17.88117647,17.27294686,23.7,23.6
2025-08-01 04:10:00+00:00,472.1945098,88.46197458,23.8,65.6579021,20.32972471,4.938601399,17.48713287,16.85030556,23.7,23.6
2025-08-01 04:15:00+00:00,475.0721994,104.3133333,23.8,66.73266667,22.49323078,5.634222222,17.25733333,16.44647145,23.7,23.6
2025-08-01 04:20:00+00:00,474.74,127.4675,23.8,68.12416667,28.47833333,6.488055556,17.1825,16.21333333,23.7,23.6
2025-08-01 04:25:00+00:00,474.2538012,145.8133333,23.8,69.12875,26.77754325,7.158571429,16.94961905,16.84904762,23.7,23.6
2025-08-01 04:30:00+00:00,475.5866667,169.9288889,23.77197861,70.24984127,27.58711111,7.911587302,16.75650794,17.3225,23.7,23.6
2025-08-01 04:35:00+00:00,476.9694444,188.1377778,23.7,71.26055556,29.68555556,8.641111111,16.572,16.83111111,23.7,23.6
2025-08-01 04:40:00+00:00,477.8041135,198.9247326,23.7,72.20672078,31.70854612,9.275714286,16.50528571,16.7825,23.7,23.6
2025-08-01 04:45:00+00:00,477.8994963,216.2389356,23.70315789,73.255,34.28509762,9.98,16.3761,17.17559315,23.69386555,23.6
2025-08-01 04:50:00+00:00,477.9494737,229.845,23.77526316,74.16847436,37.769275,10.58461538,16.3,17.17058824,23.6,23.59101754
2025-08-01 04:55:00+00:00,479,243,23.6,75.14285714,42.93611443,11.28571429,16.58142857,16.91293049,23.6,23.5
2025-08-01 05:00:00+00:00,478.6485556,246.3325861,23.6,75.44387803,48.72255883,11.49175257,16.64504386,16.9054461,23.54314139,23.5
2025-08-01 05:05:00+00:00,477.4,250.1,23.6,76.396,80.635,12.15777778,16.802,16.9,23.49571429,23.5
2025-08-01 05:10:00+00:00,478.9033333,257.585,23.51825,77.92904412,164.5165,13.25613445,17.29004706,16.91187675,23.5,23.5
2025-08-01 05:15:00+00:00,479.5529145,258.7193441,23.60580457,78.7640842,163.9019422,13.82112612,17.46749232,17.09295749,23.49714286,23.49714286
2025-08-01 05:20:00+00:00,479.1227273,253.0997619,23.50181818,80.11774603,182.983354,14.72044444,17.74529762,17.25561497,23.4,23.48843182
2025-08-01 05:25:00+00:00,479,252.962391,23.55410198,80.48688559,205.779558,14.99525074,17.78531566,17.20757473,23.4,23.46803407
2025-08-01 05:30:00+00:00,478.2142857,250.7488971,23.51866455,81.9896,153.6383838,16.10583333,18.02045714,17.04330159,23.4,23.41142857
2025-08-01 05:35:00+00:00,478.037799,250.2874386,23.57546667,82.98688889,187.5310502,16.79218137,18.47575163,17.06495238,23.4,23.4
2025-08-01 05:40:00+00:00,477.0952381,252.195,23.6,84.23083333,213.110525,17.71166667,18.56666667,17.19958333,23.39625,23.4
2025-08-01 05:45:00+00:00,477.8933333,253.7536797,23.50095238,85.16151709,118.5176142,18.34890598,18.0975,17.3,23.3,23.4
2025-08-01 05:50:00+00:00,490.0625,251.8125,23.6,86,102.14,18.9,18,17.3,23.3,23.4
2025-08-01 05:55:00+00:00,485.4,254.7363636,23.56062745,86.62,130.3359111,19.34083333,18.07166667,17.3,23.31785859,23.30666667
2025-08-01 06:00:00+00:00,483.3198758,250.5753623,23.6,88.08333333,215.8026189,20.38055556,18.27511111,17.34222222,23.3,23.3
2025-08-01 06:05:00+00:00,479.6,248.7078363,23.6,89.12535714,247.9693708,21.0922619,18.66011905,17.46045614,23.3,23.3
2025-08-01 06:10:00+00:00,476.6714286,246.5619048,23.5,90.18833333,197.1014286,21.85484848,18.96714286,17.56714286,23.3,23.3
2025-08-01 06:15:00+00:00,476.1714286,248.6921212,23.5,91.29222222,264.9644545,22.6322619,19.39419048,17.5925,23.3,23.3
2025-08-01 06:20:00+00:00,476,251.3444444,23.5,92.28666667,366.2624444,23.29333333,19.563,17.40635294,23.3,23.3
2025-08-01 06:25:00+00:00,475.2763158,245.7502674,23.5,92.86984127,365.0497111,23.69269841,19.64266667,17.368,23.3,23.23619048
2025-08-01 06:30:00+00:00,473.6105556,249.0101754,23.5,94.51164835,373.6903651,24.80833333,19.7356044,17.19460317,23.3,23.2
2025-08-01 06:35:00+00:00,472.1028571,249.2447059,23.5,95.54583333,264.2988214,25.56333333,19.70666667,16.89333333,23.3,23.2
2025-08-01 06:40:00+00:00,471.6232143,248.6378261,23.5,96.483,268.1393609,26.15666667,19.743,16.75552174,23.23523188,23.2
2025-08-01 06:45:00+00:00,471.3443182,251.2460526,23.5,97.30611842,349.4939182,26.68978758,19.71098684,16.73198161,23.2,23.2
2025-08-01 06:50:00+00:00,471.2365079,251.0909091,23.5,98.65538462,191.23275,27.54365385,19.26807692,16.87675,23.2,23.2
2025-08-01 06:55:00+00:00,469.1777778,249.7529825,23.5,99.70830769,247.4863638,28.26035409,19.27070707,17.06571429,23.2,23.2
2025-08-01 07:00:00+00:00,468,248.5388889,23.5,100.5426685,238.3892636,28.81493132,18.98873916,17.12666667,23.2,23.2
2025-08-01 07:05:00+00:00,467.2666667,250.9555556,23.426,101.9190769,452.7905571,29.62030303,18.83436218,17.29142857,23.2,23.2
2025-08-01 07:10:00+00:00,467,253,23.4,103.0586667,525.0444541,30.344,19.10548421,17.3,23.2,23.2
2025-08-01 07:15:00+00:00,466.8311867,252.0575234,23.4,103.9037143,546.4187307,30.87646199,19.5911127,17.32908092,23.2,23.2
2025-08-01 07:20:00+00:00,465.2860526,249.4755556,23.47539181,105.4105758,491.1859333,31.84121212,19.45516667,17.56617544,23.2,23.2
2025-08-01 07:25:00+00:00,463.7968254,250.5619048,23.5,106.6785128,550.439296,32.56925641,19.64,17.37428571,23.2,23.2
2025-08-01 07:30:00+00:00,464.5644444,248.1997386,23.5,107.9588889,220.5591636,33.32666667,20.21615873,17.3,23.2,23.2
2025-08-01 07:35:00+00:00,464.7444444,250.05,23.48958333,109.0686667,196.1044444,33.94509091,19.90923077,17.283,23.1265,23.12635294
2025-08-01 07:40:00+00:00,464.5833333,252.2777778,23.5,110.0525568,189.3189286,34.535,20.04425134,17.14603175,23.1,23.1
2025-08-01 07:45:00+00:00,465,252.0698413,23.46222222,111.3741414,252.7203443,35.25919192,20.32707071,17.22888889,23.1,23.1
2025-08-01 07:50:00+00:00,464.9365079,247.9888889,23.4416,112.4807659,249.780781,35.89486508,20.35026984,17.26222222,23.1,23.1
2025-08-01 07:55:00+00:00,465.2469661,246.4490842,23.48841472,113.2827048,192.3631291,36.33884286,20.37488429,17.18841472,23.1,23.1
2025-08-01 08:00:00+00:00,467.5448276,251.0933333,23.413125,114.8351923,157.8141619,37.10647436,20.08366026,17.180125,23.1,23.1
2025-08-01 08:05:00+00:00,468,250.76,23.4,116.2171154,152.472775,37.81124359,19.92908654,17.12521429,23.1,23.1
2025-08-01 08:10:00+00:00,467.0190476,250.5916667,23.4,117.6753846,158.7815529,38.55755495,20.18576923,17.0165,23.1,23.1
2025-08-01 08:15:00+00:00,467.1111111,249.8888889,23.4,118.9132641,155.7555826,39.16043506,20.13222836,17.08848684,23.1,23.1
2025-08-01 08:20:00+00:00,468.34,247.7989305,23.4,120.2592479,166.7824993,39.80653846,20.13497692,17.07411765,23.1,23.1
2025-08-01 08:25:00+00:00,468.975,244.925,23.4,121.7912843,178.5448556,40.4935,20.28527198,17.10666667,23.1,23.1
2025-08-01 08:30:00+00:00,468.1764706,246.8842105,23.4,122.9016667,180.8205789,41.01066667,20.239125,17.15555556,23.1,23.1
2025-08-01 08:35:00+00:00,468.7777778,248.1861111,23.4,124.4357143,178.6238333,41.65714286,20.21357143,17.225,23.1,23.1
2025-08-01 08:40:00+00:00,470.4200552,244.8363517,23.4,125.1933846,180.2456418,41.97682051,20.17661961,17.3,23.1,23.1
2025-08-01 08:45:00+00:00,473.6622222,247.5488889,23.4,126.1,189.42,42.4,20.1,17.3,23.1,23.1
2025-08-01 08:50:00+00:00,476.2504202,248.9366516,23.4,128.4308333,196.3022222,43.32583333,20.29,17.10444444,23.1,23.1
2025-08-01 08:55:00+00:00,477.3157895,248.6252632,23.4,129.9075,321.0813,43.89,20.53625,17.121,23.1,23.1
2025-08-01 09:00:00+00:00,476.1111111,248.8222222,23.4,131.5896429,253.4573333,44.46571429,20.56,17.098,23.13555556,23.1
2025-08-01 09:05:00+00:00,476.9577778,250.842807,23.4,132.9616758,259.5036667,44.97212302,20.21920635,16.85428571,23.21614035,23.08285714
2025-08-01 09:10:00+00:00,482.2222222,245.5208333,23.4,134.4575357,157.9927643,45.50257143,19.47439286,16.57954386,23.3,23.01852632
2025-08-01 09:15:00+00:00,482.4180451,251.0881871,23.4,135.9549206,126.5938889,45.97301587,18.87522807,16.4,23.3,23.05894737
2025-08-01 09:20:00+00:00,481.2904575,251.015873,23.4,137.4261294,160.1086364,46.45897436,18.70771429,16.33283333,23.3,23
2025-08-01 09:25:00+00:00,485.1857143,251.35,23.4,139.4839394,347.0318,47.13009524,19.06857143,16.33184615,23.3,23.0275
2025-08-01 09:30:00+00:00,491.9464286,251.9666667,23.4,140.6475,489.3751667,47.4725,19.46454545,16.590625,23.30888889,23.13777778
2025-08-01 09:35:00+00:00,491.5208534,250.5541906,23.4,140.7386667,505.45225,47.50933333,19.485125,16.6,23.30804524,23.20398309
2025-08-01 09:40:00+00:00,490.5192308,253.1732773,23.4,142.8855556,290.1890588,48.07444444,19.08904501,16.57441176,23.30631933,23.20115966
2025-08-01 09:45:00+00:00,489.0852836,250.8957597,23.4,145.3020901,217.7840382,48.67442743,18.23971843,16.37545266,23.35012847,23.2
2025-08-01 09:50:00+00:00,482.95,249.7333333,23.4,147.4306349,264.43845,49.16904762,17.63095238,16.26,23.3,23.2
2025-08-01 09:55:00+00:00,477.4012698,247.3974026,23.4,149.162,341.4229111,49.576,17.5,16.226,23.3,23.2
2025-08-01 10:00:00+00:00,474.725,253.45,23.4,150.9363609,507.2110602,49.93103592,17.77224269,16.48635069,23.3,23.225
2025-08-01 10:05:00+00:00,473.1125,250.2827264,23.4,152.3896667,1009.993143,50.231,17.96593333,17.00238095,23.29666667,23.3847619
2025-08-01 10:10:00+00:00,471.6666667,247,23.4,153.34,959.4394,50.41111111,18.102,17.14190476,23.2,23.37904762
2025-08-01 10:15:00+00:00,471.7111111,252.0333333,23.4,156.3550427,439.3593333,50.95982906,18.54052308,17.35944444,23.2025,23.3
2025-08-01 10:20:00+00:00,470.1697596,248.6865079,23.4,157.9222222,369.1440909,51.15,18.7075,17.52619048,23.26944444,23.3
2025-08-01 10:25:00+00:00,468.0363636,244.1090909,23.4,159.8345055,313.880385,51.41214286,19.04035714,17.58325,23.3,23.5
2025-08-01 10:30:00+00:00,468.7016992,245.8256301,23.4,160.896,259.1687408,51.61021053,19.09436364,17.6,23.3,23.5
2025-08-01 10:35:00+00:00,469.1555556,246.0533333,23.40444444,163.3401082,529.1584144,51.89394805,19.14338462,17.46631579,23.3,23.49555556
2025-08-01 10:40:00+00:00,474.0361111,250.1878788,23.5,165.6140079,259.3641753,52.105,19.0125,17.32210526,23.3,23.4
2025-08-01 10:45:00+00:00,472.2153846,247.3714286,23.5,167.3028571,189.3441417,52.28794872,18.90433333,17.213,23.3,23.4
2025-08-01 10:50:00+00:00,473.6304226,249.8097993,23.5,168.7559075,171.7504436,52.3876086,18.78345549,17.19140873,23.35514047,23.4
2025-08-01 10:55:00+00:00,476.5396631,252.3119876,23.5,170.4042286,137.4304635,52.47923077,18.69432656,17.11888838,23.4,23.4
2025-08-01 11:00:00+00:00,499.9577778,256.2262626,23.5935,173.3630159,96.07017778,52.65288889,18.40266667,16.82488889,23.38760101,23.30694444
2025-08-01 11:05:00+00:00,508.8444444,251.5466667,23.6,175.1554231,109.3339394,52.76081319,18.16131731,16.6,23.3,23.3
2025-08-01 11:10:00+00:00,508.0984127,252.4042105,23.61111111,177.0061538,168.2475789,52.8,17.91514286,16.34736842,23.3,23.28888889
2025-08-01 11:15:00+00:00,510,251.8636364,23.7,179.277265,220.6839167,52.8,17.60555556,16.2,23.3,23.2
2025-08-01 11:20:00+00:00,507.32,248.9525,23.7,180.6985714,251.6905833,52.8,17.59897143,16.2,23.3,23.2
2025-08-01 11:25:00+00:00,506,254.0222222,23.7,182.9028571,613.1550222,52.8,17.68,16.34133333,23.3,23.2
2025-08-01 11:30:00+00:00,512.3135244,251.5275,23.7,184.84,776.0252,52.78,17.58,16.64,23.3,23.2
2025-08-01 11:35:00+00:00,511.0133333,251.84,23.766,186.7429304,549.9951611,52.67833333,17.52238889,16.83569444,23.3,23.2
2025-08-01 11:40:00+00:00,515.4980769,250.7230769,23.8,188.794359,231.5644889,52.57384615,17.66632479,17.14,23.3,23.2
2025-08-01 11:45:00+00:00,509.7777778,253.2888889,23.8,190.7341667,136.3314,52.44,17.72138889,17.37111111,23.3,23.198
2025-08-01 11:50:00+00:00,506.2119658,247.5396825,23.8,192.3966667,106.7597143,52.335,17.865,17.4,23.3,23.12488889
2025-08-01 11:55:00+00:00,510.6554342,248.6363636,23.8,194.5739663,94.86331611,52.13531875,17.99555556,17.49472222,23.3,23.12390183
2025-08-01 12:00:00+00:00,507.3848485,249,23.8,195.793697,94.26610135,52.03125758,17.991375,17.42589911,23.3,23.10715198
2025-08-01 12:05:00+00:00,509.3818182,244.915,23.8,198.4380952,116.3596905,51.74123077,17.60706154,17.1,23.3,23.1
2025-08-01 12:10:00+00:00,514,250,23.8,201.3,137.72,51.4,17.59,17.1,23.3,23.1
2025-08-01 12:15:00+00:00,514,250,23.8,202.0041667,142.70125,51.275,17.4728125,17,23.3,23.1
2025-08-01 12:20:00+00:00,518.3555556,249.625,23.73,203.6903968,152.5975556,50.995,17.38943182,16.9,23.3,23.1
2025-08-01 12:25:00+00:00,511.6809524,250.6620718,23.75539181,204.5,157.5,50.9,17.5,16.9,23.3,23.1
2025-08-01 12:30:00+00:00,507.1907692,250.5288889,23.8,206.2046667,172.0121333,50.576,17.44509615,16.9,23.3,23.1
2025-08-01 12:35:00+00:00,507.325,247.0333333,23.8,208.9998718,207.4195556,50.04764957,17.39955556,16.92275,23.3,23.03875
2025-08-01 12:40:00+00:00,507.5543434,247.7494949,23.76,210.4075954,220.0929745,49.75970563,17.40425351,16.9,23.3,23
2025-08-01 12:45:00+00:00,504.1138889,253.3326203,23.74470588,212.7009402,234.99205,49.29641026,17.50198077,16.93025,23.3,23.00898396
2025-08-01 12:50:00+00:00,494.818254,249.647619,23.8,214.0658824,283.7391111,48.92941176,17.57588235,17.07,23.3,23.06095238
2025-08-01 12:55:00+00:00,477.8,248.7,23.74444444,216.036,376.405,48.486,17.7954,17.3,23.3,23.04
2025-08-01 13:00:00+00:00,464.1644444,246.83,23.63905882,217.6284127,575.5013059,48.05083333,17.92750794,17.3,23.3,23.06094118
2025-08-01 13:05:00+00:00,458.6675,246.4010909,23.6,219.3778202,569.9381296,47.56,18.25698889,17.3,23.3,23.06552727
2025-08-01 13:10:00+00:00,457.3079576,248.4633929,23.57352941,220.0370165,485.684314,47.36718266,18.43273106,17.40529101,23.3,23.07743304
2025-08-01 13:15:00+00:00,455.7838509,248.9893043,23.5,221.9168095,281.4494722,46.82486555,19.10134622,17.73682722,23.3,23.1
2025-08-01 13:20:00+00:00,454.3403846,249.8949603,23.5,223.2089048,233.3151723,46.40315873,19.31513333,17.76819604,23.3,23.1
2025-08-01 13:25:00+00:00,454,250.03,23.5,225.2713235,209.5778952,45.75441176,19.42117647,17.61714286,23.3,23.1
2025-08-01 13:30:00+00:00,454,248.7822222,23.5,227.0235897,207.9654889,45.13538462,19.41773016,17.55789474,23.3,23.1
2025-08-01 13:35:00+00:00,453.3333333,246.9214286,23.5,228.3387692,203.4988571,44.70353846,19.28938462,17.41818182,23.3,23.1
2025-08-01 13:40:00+00:00,452.5111111,246.3888889,23.5,230.0114286,213.7827333,44.08545455,19.36333333,17.3,23.3,23.1
2025-08-01 13:45:00+00:00,452.175,245.6,23.5,231.2848756,228.1189661,43.57230769,19.22015837,17.24475,23.3,23.1
2025-08-01 13:50:00+00:00,451.6888889,246.7333333,23.5,232.045,240.7111111,43.265,19.145,17.174,23.3,23.05904762
2025-08-01 13:55:00+00:00,452.5,248.3333333,23.5,234.1015385,301.4802667,42.44,19.47846154,17.096,23.3,23.05090909
2025-08-01 14:00:00+00:00,452,181.75,23.5,234.7744444,338.3270316,42.14888889,19.49157895,17.1,23.324,23.1
2025-08-01 14:05:00+00:00,451.2222222,0,23.52631579,237,458.2729079,41.175,19.54642857,17.17763158,23.42631579,23.15263158
2025-08-01 14:10:00+00:00,449.0587302,0,23.6,238.2906667,516.3835953,40.63507937,19.60358333,17.57275,23.524,23.32375
2025-08-01 14:15:00+00:00,448.825,0,23.6335,239.7085714,599.0063636,39.97142857,19.70742857,18.138,23.63305556,23.4335
2025-08-01 14:20:00+00:00,448.9368421,0,23.71818182,240.9165079,616.6483175,39.38571429,19.74428571,18.56930994,23.69809524,23.51609524
2025-08-01 14:25:00+00:00,448.6564706,0,23.83047059,241.9346053,607.0018226,38.90651316,19.76076471,18.95418478,23.72802139,23.59688043
2025-08-01 14:30:00+00:00,447.1920635,0,23.904,243.485,601.3146996,38.1075,19.57294118,19.36832298,23.79636364,23.60634783
2025-08-01 14:35:00+00:00,447.7894737,0,24.02105263,245.0118056,609.242345,37.37583333,19.98680556,19.74210526,23.82111111,23.72105263
2025-08-01 14:40:00+00:00,447.0266667,0,24.12933333,246.282,613.4709389,36.68666667,20.33,19.99675,23.92933333,23.80875
2025-08-01 14:45:00+00:00,447.8692308,0,24.20898246,247.4091317,601.3795532,36.06328665,20.26814006,20.29068421,24.00577778,23.90315789
2025-08-01 14:50:00+00:00,445.9460317,0,24.3216,248.3501923,579.2355261,35.51989744,20.36010437,20.47853333,24.12083333,24.02166667
2025-08-01 14:55:00+00:00,445.9733333,0,24.4,249.8615083,571.8114364,34.69405732,20.870375,20.75182888,24.2,24.1
2025-08-01 15:00:00+00:00,446,0,24.405,250.9752137,567.7290833,34.0375,21,21.03333333,24.205,24.105
2025-08-01 15:05:00+00:00,446.9557689,0,24.48019266,251.66,544.6761055,33.63949875,20.90817043,21.19163636,24.28245933,24.18085933
2025-08-01 15:10:00+00:00,444.12,0,24.6,253.3356349,502.0579647,32.68496032,20.76810317,21.48658824,24.57647059,24.314
2025-08-01 15:15:00+00:00,444.9045614,0,24.615,254.3951282,486.2271274,32.04748932,20.53628945,21.63919048,24.51860714,24.40839286
